

Plan['Node', 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['Node', 1, 0.0567271001636982, -0.06618161499500275, -0.03214535489678383, -0.03214535489678383, 0.06618161499500275, 0.0094545166939497]
['Node', 2, 0.1134542003273964, -0.1323632299900055, -0.06429070979356766, -0.06429070979356766, 0.1323632299900055, 0.0189090333878994]
['Node', 3, 0.1701813042163849, -0.198544830083847, -0.09643606096506119, -0.09643606096506119, 0.198544830083847, 0.02836354821920395]
['Node', 4, 0.2269084006547928, -0.264726459980011, -0.1285814195871353, -0.1285814195871353, 0.264726459980011, 0.0378180667757988]
['Node', 5, 0.2836354970932007, -0.3309080600738525, -0.16072678565979, -0.16072678565979, 0.3309080600738525, 0.04727258160710335]
['Node', 6, 0.300000011920929, -0.3499999940395355, -0.1700000017881393, -0.1700000017881393, 0.3499999940395355, 0.05000000074505806]
['Node', 7, 0.300000011920929, -0.3499999940395355, -0.1700000017881393, -0.1700000017881393, 0.3499999940395355, 0.05000000074505806]


Plan['Node', 0, -0.05000000074505806, -0.3499999940395355, 0.1700000017881393, 0.1700000017881393, 0.3499999940395355, -0.300000011920929]
['Node', 1, -0.05000000074505806, -0.3499999940395355, 0.1700000017881393, 0.1700000017881393, 0.3499999940395355, -0.300000011920929]
['Node', 2, 0.4820728898048401, -0.4700193107128143, -0.7311378121376038, -0.6313880085945129, -0.3172321319580078, -0.08466412127017975]
['Node', 3, 0.4820728898048401, -0.4700193107128143, -0.7311378121376038, -0.6313880085945129, -0.3172321319580078, -0.08466412127017975]


Plan
