Footstep Planner-Basic Map



Plan
['Node', 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['Node', 1, -0.02176819555461407, -0.04501651600003242, 0.03402447700500488, -0.02799698710441589, -0.001539443852379918, 0.06026412174105644]
['Node', 2, -0.04353638738393784, -0.09003302454948425, 0.06804895401000977, -0.05599397420883179, -0.003078887471929193, 0.1205282360315323]
['Node', 3, -0.06530458480119705, -0.1350495368242264, 0.1020734161138535, -0.08399096131324768, -0.004618331789970398, 0.180792361497879]
['Node', 4, -0.06530456990003586, -0.135049507021904, 0.1020734012126923, -0.08399094641208649, -0.004618330858647823, 0.1807923316955566]
['Node', 5, -0.06530456990003586, -0.135049507021904, 0.1020734012126923, -0.08399094641208649, -0.004618330858647823, 0.1807923316955566]
['Node', 6, -0.04353637620806694, -0.09003299474716187, 0.06804893165826797, -0.05599395930767059, -0.003078887006267905, 0.1205282136797905]
['Node', 7, -0.02176819369196892, -0.04501651227474213, 0.03402447327971458, -0.02799698710441589, -0.001539443852379918, 0.06026412546634674]
Computation Time:30.9432189465	Nodes:65	Bias:[0.26]	Step Size:[0.25]

Plan
['Node', 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['Node', 1, -0.02176819555461407, -0.04501651600003242, 0.03402447700500488, -0.02799698710441589, -0.001539443852379918, 0.06026412174105644]
['Node', 2, -0.04353638738393784, -0.09003302454948425, 0.06804895401000977, -0.05599397420883179, -0.003078887471929193, 0.1205282360315323]
['Node', 3, -0.06530458480119705, -0.1350495368242264, 0.1020734161138535, -0.08399096131324768, -0.004618331789970398, 0.180792361497879]
['Node', 4, -0.06530456990003586, -0.135049507021904, 0.1020734012126923, -0.08399094641208649, -0.004618330858647823, 0.1807923316955566]
['Node', 5, -0.06530456990003586, -0.135049507021904, 0.1020734012126923, -0.08399094641208649, -0.004618330858647823, 0.1807923316955566]
['Node', 6, -0.04353637620806694, -0.09003299474716187, 0.06804893165826797, -0.05599395930767059, -0.003078887006267905, 0.1205282136797905]
['Node', 7, -0.02176819369196892, -0.04501651227474213, 0.03402447327971458, -0.02799698710441589, -0.001539443852379918, 0.06026412546634674]
['Node', 8, 0.7408080101013184, -1.375535011291504, 0.897957980632782, -1.22019100189209, 1.213989973068237, -0.2570300102233887]
['Node', 9, 0.7310517430305481, -1.355974197387695, 0.8764218091964722, -1.174813032150269, 1.101109981536865, -0.2088698446750641]
['Node', 10, 0.7212954759597778, -1.336413383483887, 0.8548856377601624, -1.129435062408447, 0.9882300496101379, -0.1607096791267395]
['Node', 11, 0.7115392088890076, -1.316852569580078, 0.8333494663238525, -1.084057092666626, 0.8753501176834106, -0.1125495135784149]
['Node', 12, 0.6920579075813293, -1.312790155410767, 0.8331810832023621, -1.024033904075623, 0.7874962687492371, -0.07389481365680695]
['Node', 13, 0.6725766658782959, -1.308727741241455, 0.8330127596855164, -0.9640107154846191, 0.6996424198150635, -0.03524010628461838]
['Node', 14, 0.6530953645706177, -1.304665327072144, 0.8328443765640259, -0.9039875268936157, 0.6117885708808899, 0.00341460108757019]
